speed_y	speed_x	thw	timestamp	distan	thw2	gun	a_y	a_z	brake	position_x	position_y	front	a_x	speed	steer	drive-status	distan	obs-thw	obs-speed	ttc
-1.934890	-1.731381	1.56677981166	1533173672.533672	4.05979509837	1.56671175308	23.981079	0.558823	-0.149489	14.169528	470802.346300	4399216.147211	140.065840	-0.272155	2.596436	32.276596	1.000000	-37.9367343587	-1.77033819044	21.4290888394	3.3371180021
-1.941398	-1.731617	1.55340722005	1533173672.543672	4.03314152458	1.553337546	23.981079	0.487282	-0.002420	14.169528	470802.328682	4399216.127143	140.157844	-0.292928	2.601446	32.276596	1.000000	-37.9937086083	-1.77792582843	21.3696814573	3.33133304848
-1.948754	-1.731399	1.54475751009	1533173672.553672	4.00643724496	1.54008088	23.936827	0.342094	0.008258	14.166476	470802.309750	4399216.108982	140.255396	-0.365581	2.606796	32.319149	1.000000	-38.0504670497	-1.78553675568	21.3103801581	3.33029426577
-1.954886	-1.731682	1.52704414902	1533173672.563672	3.98020286734	1.52685628923	23.936827	0.439660	0.137559	14.166476	470802.292233	4399216.088632	140.348395	-0.381508	2.611571	32.319149	1.000000	-38.107011878	-1.79342347934	21.2481950398	3.32046762836
-1.965079	-1.732727	1.51397661955	1533173672.578672	3.95335202405	1.51378309226	23.906309	0.682677	0.258085	14.071870	470802.265943	4399216.057980	140.489187	-0.389432	2.619900	32.361702	1.000000	-38.1633537142	-1.80128604842	21.1867258661	3.31526266797
-1.968137	-1.732641	1.49372769356	1533173672.583672	3.9129699837	1.49355699977	23.869688	0.687285	0.052311	14.122225	470802.257177	4399216.047730	140.536457	-0.378354	2.622139	32.382980	1.000000	-38.2195378208	-1.8090771907	21.1265378931	3.30280488426
-1.977857	-1.733289	1.48732487503	1533173672.598672	3.89948275784	1.48713807996	23.869688	0.634214	-0.082098	14.122225	470802.230874	4399216.016881	140.678494	-0.371579	2.629869	32.382980	1.000000	-38.2755929239	-1.8168634914	21.0668512549	3.30418836643
-1.985076	-1.734230	1.46752423612	1533173672.608672	3.85894254843	1.46735162414	24.124514	0.512039	-0.251438	14.094759	470802.213328	4399215.996229	140.773306	-0.322531	2.635921	32.404255	1.000000	-38.3592588583	-1.82867729331	20.976505258	3.29620152943
-1.992290	-1.734700	1.45381926162	1533173672.618672	3.83184333783	1.45370188933	24.124514	0.437196	-0.204242	14.094759	470802.195741	4399215.975574	140.867574	-0.359063	2.641667	32.404255	1.000000	-38.4147851237	-1.8365622624	20.9166799897	3.29038152402
-2.000287	-1.735298	1.44038819486	1533173672.628672	3.80471527824	1.44027058605	24.092470	0.487683	-0.040044	14.041352	470802.178150	4399215.954842	140.962073	-0.453242	2.648095	32.404255	1.000000	-38.4708469714	-1.84485262501	20.8530732753	3.28524081987
-2.003058	-1.734769	1.42661339316	1533173672.633672	3.7775259589	1.42650696402	24.092470	0.515833	-0.178177	14.041352	470802.169354	4399215.944449	141.009614	-0.452962	2.649842	32.404255	1.000000	-38.4983161795	-1.84868979644	20.8246490318	3.2753031896
