speed_y	speed_x	gun	timestamp	a_z	a_y	a_x	brake	position_x	position_y	front	speed	steer	drive-status	distan	thw	thw2
-1.361209	-4.036311	20.711071	1533173664.708627	-0.026519	-0.232742	-0.799221	14.094759	470810.894344	4399221.393387	110.066180	4.259660	22.829786	1.000000	14.3330388494	3.36323124692	3.36321861222
-1.367719	-4.032377	20.711071	1533173664.718631	0.039297	-0.311239	-0.855905	14.094759	470810.853893	4399221.379868	110.169075	4.258018	22.829786	1.000000	14.290377169	3.35482949449	3.35481638652
-1.373857	-4.027792	20.381475	1533173664.728627	-0.154505	-0.115626	-0.715232	14.050508	470810.813517	4399221.366296	110.271716	4.255654	22.936171	1.000000	14.2477268845	3.34610590951	3.3460936249
-1.380544	-4.023238	20.381475	1533173664.738627	-0.048110	-0.102319	-0.666513	14.050508	470810.773169	4399221.352656	110.374936	4.253510	22.936171	1.000000	14.2051308688	3.33795540922	3.33794309142
-1.381901	-4.013121	19.002060	1533173664.748627	0.058704	-0.127720	-0.755948	14.048982	470810.732242	4399221.342122	110.466444	4.244383	23.021276	1.000000	14.1625396643	3.33993353938	3.32961240584
-1.388852	-4.007933	19.002060	1533173664.758627	-0.308476	-0.234084	-0.717555	14.048982	470810.692341	4399221.328556	110.569613	4.241749	23.021276	1.000000	14.1202787546	3.32684035769	3.32681540628
-1.395405	-4.003919	17.402914	1533173664.768630	0.167365	-0.318495	-0.860987	14.068818	470810.652795	4399221.315126	110.672706	4.240109	23.021276	1.000000	14.078134643	3.31900913849	3.31894570918
-1.401991	-3.999756	17.402914	1533173664.778627	-0.051135	-0.317005	-0.786752	14.068818	470810.613319	4399221.301639	110.775201	4.238352	23.148935	1.000000	14.0363704116	3.31044197247	3.31037961797
-1.404822	-3.997465	17.402914	1533173664.783627	-0.051853	-0.249275	-0.766397	14.068818	470810.593591	4399221.294870	110.826815	4.237128	23.148935	1.000000	13.9946540629	3.30198151005	3.30190934186
-1.413759	-3.991703	17.515831	1533173664.798626	0.225838	-0.061369	-0.664393	14.047456	470810.534428	4399221.274440	110.983863	4.234668	23.425531	1.000000	13.9737970895	3.29798994294	3.2979407489
-1.419511	-3.986900	17.515831	1533173664.808627	-0.148123	-0.037087	-0.620454	14.047456	470810.494975	4399221.260697	111.089551	4.232066	23.425531	1.000000	13.911205992	3.28512079902	3.28507594738
-1.425538	-3.981734	18.556496	1533173664.818627	-0.032116	-0.140183	-0.609815	14.027618	470810.455569	4399221.246897	111.195053	4.229227	23.553192	1.000000	13.8694278965	3.27726810209	3.27722391297
-1.431134	-3.977473	18.556496	1533173664.828627	0.193211	-0.368517	-0.746420	14.027618	470810.416211	4399221.233039	111.301028	4.227107	23.553192	1.000000	13.8276753776	3.26959633649	3.26955147539
-1.436711	-3.972955	17.483788	1533173664.838627	0.009014	-0.307566	-0.707332	14.050508	470810.376898	4399221.219125	111.406982	4.224749	23.659575	1.000000	13.7859489313	3.26136423671	3.26132007809
-1.441319	-3.969341	17.483788	1533173664.848627	0.062710	-0.256507	-0.670856	14.050508	470810.337627	4399221.205162	111.513728	4.222922	23.659575	1.000000	13.7442462771	3.25331580321	3.25326931306
-1.446331	-3.965631	17.387655	1533173664.858627	0.205318	-0.124414	-0.620767	14.026093	470810.298396	4399221.191149	111.621301	4.221150	23.723404	1.000000	13.702566824	3.24485171853	3.24480699004
-1.451133	-3.961044	17.387655	1533173664.868627	-0.029125	-0.032277	-0.544103	14.026093	470810.259206	4399221.177087	111.729698	4.218490	23.723404	1.000000	13.6609082651	3.23634460483	3.23630012322
-1.452641	-3.956956	17.517357	1533173664.878627	0.351646	-0.097167	-0.551741	14.094759	470810.218872	4399221.166317	111.835782	4.215171	23.829786	1.000000	13.6192717913	3.2416590625	3.22847080147
-1.459506	-3.952885	17.517357	1533173664.888627	-0.053723	-0.266922	-0.731303	14.094759	470810.179760	4399221.152295	111.943844	4.213723	23.829786	1.000000	13.5775246423	3.2212019062	3.2211088571
-1.466078	-3.948212	17.483788	1533173664.898627	0.165856	-0.191996	-0.770408	14.099337	470810.140601	4399221.138149	112.052336	4.211622	23.978724	1.000000	13.5359750932	3.21243521052	3.2123552244
-1.471960	-3.943829	17.483788	1533173664.908627	0.234148	-0.328933	-0.816794	14.099337	470810.101400	4399221.123885	112.161937	4.209567	23.978724	1.000000	13.4943393321	3.20414072795	3.20407181179
-1.478597	-3.938686	17.550926	1533173664.918627	0.057902	-0.244046	-0.740206	14.045930	470810.062253	4399221.109559	112.271892	4.207077	24.063829	1.000000	13.4526238663	3.19579185902	3.19572627453
-1.489485	-3.931136	17.550926	1533173664.933627	0.082957	-0.030859	-0.765895	14.045930	470810.003625	4399221.087939	112.437634	4.203855	24.063829	1.000000	13.4109378746	3.18776337688	3.18770915641
-1.497386	-3.926406	17.271687	1533173664.943627	-0.008882	-0.058098	-0.805398	14.052033	470809.964596	4399221.073431	112.547524	4.202241	24.127659	1.000000	13.3484505417	3.1753508652	3.17528804912
-1.505107	-3.921511	17.271687	1533173664.953631	-0.052876	-0.190477	-0.867884	14.052033	470809.925605	4399221.058839	112.657844	4.200428	24.127659	1.000000	13.3068122793	3.16666059173	3.16659903116
-1.508510	-3.912745	17.598230	1533173664.963627	0.234715	-0.305890	-0.970487	29.051651	470809.885908	4399221.047515	112.758127	4.193468	24.191490	1.000000	13.2651802658	3.17048752809	3.15805443297
-1.516848	-3.906266	17.598230	1533173664.973627	0.020433	-0.296105	-1.062438	29.051651	470809.847240	4399221.032987	112.868234	4.190434	24.191490	1.000000	13.223899704	3.15356789289	3.15345191714
-1.525500	-3.900287	17.598230	1533173664.983627	0.032716	-0.175502	-1.026557	31.999695	470809.808632	4399221.018375	112.978202	4.188006	24.191490	1.000000	13.1825925981	3.14599298934	3.14587763417
-1.533839	-3.894582	17.125200	1533173664.993635	0.140438	-0.095794	-0.978765	31.999695	470809.770051	4399221.003666	113.087993	4.185741	24.191490	1.000000	13.1413119947	3.1379609393	3.13784459589
